"from","to","weight","type","year"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Diatoms__Porosira_pseudodelicatula__ASV_905",-0.0436912072666683,"negative","2019"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Haptophytes__Chrysochromulina_sp.__ASV_967",0.048359405232708,"positive","2019"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Haptophytes__Chrysochromulina__ASV_969",0.0322467796817878,"positive","2019"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Dinophyceae__Gymnodinium_microreticulatum__ASV_1000",0.0494692137204885,"positive","2019"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Cercozoa__Chlorarachnida_XX_sp.__ASV_1039",0.0250308685992092,"positive","2019"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Other/unknown__Planomonadidae_Group-1_X_sp.__ASV_1047",0.0602598673803785,"positive","2019"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Stramenopiles-Other__Bicosoeca_vacillans__ASV_1074",0.0598677775950118,"positive","2019"
"Cercozoa__Novel-clade-2_X_sp.__ASV_298","Cercozoa__TAGIRI1-lineage_X_sp.__ASV_1077",0.0337286827736143,"positive","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Cercozoa__Mataza-lineage_X_sp.__ASV_344",0.0306582291749022,"positive","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Telonemia__Telonemia-Group-1__ASV_387",0.0327579934523012,"positive","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Cercozoa__Marimonadida_XX_sp.__ASV_420",0.0193665420685547,"positive","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Diatoms__Chaetoceros_cf_tortissimus__ASV_437",-0.0314133625976664,"negative","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_447",-0.0275827694218538,"negative","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Diatoms__Chaetoceros_didymus_2__ASV_574",-0.04597156757605,"negative","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Syndiniales__Dino-Group-I-Clade-1_X_sp.__ASV_637",0.0370516252652566,"positive","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_653",-0.0116964487203178,"negative","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_667",-0.0534820790381324,"negative","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_735",-0.0190945161519248,"negative","2019"
"MAST__MAST-2D_XX_sp.__ASV_300","Diatoms__Chaetoceros_debilis__ASV_805",-0.0145770867274519,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Haptophytes__Dicrateria_rotunda__ASV_325",-0.042658852279061,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_354",0.0547987847556513,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_370",0.0495010365210656,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","MAST__MAST-1B_XX_sp.__ASV_399",0.0577000609927649,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Choanoflagellida__Acanthoecida__ASV_403",0.0529012287886624,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Unclassified-Ochrophyte__Pedinellales_X_sp.__ASV_442",0.035037000310305,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Choanoflagellida__Monosigidae_Group_B_X_sp.__ASV_462",0.0524778613656522,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Dinophyceae__Dinophyceae_XXX_sp.__ASV_469",-0.0144141923271657,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Choanoflagellida__Choanoflagellida__ASV_485",0.0168159970384693,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Unclassified-Ochrophyte__Pseudopedinella_elastica__ASV_555",-0.0251363256238205,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Syndiniales__Dino-Group-II-Clade-6_X_sp.__ASV_682",-0.0442688658260854,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Syndiniales__Dino-Group-I-Clade-3_X_sp.__ASV_718",0.0777765700580674,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Syndiniales__Dino-Group-II-Clade-14_X_sp.__ASV_759",0.0195716485761021,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Syndiniales__Dino-Group-II_XX_sp.__ASV_810",0.0414965012008634,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Archaeplastids__Dolichomastigaceae-B_sp.__ASV_889",0.102883430648048,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Telonemia__Telonemia-Group-1__ASV_910",0.0947953966422126,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_929",0.0321704193797507,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Stramenopiles-Other__Stramenopiles__ASV_965",0.0598150777734404,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_301","Dinophyceae__Margalefidinium_fulvescens__ASV_1095",0.013648948565572,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Stramenopiles-Other__Caecitellaceae_X_sp.__ASV_342",0.0612081269506517,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Other/unknown__Eukaryota__ASV_351",0.0348850582149161,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_369",0.0690990060916922,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_377",-0.0391200642871729,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Cercozoa__he2-lineage_X_sp.__ASV_382",0.0469144883688754,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Dinophyceae__Dinophyceae__ASV_425",-0.0280719521769506,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","MAST__MAST-4B_XX_sp.__ASV_439",0.0821007806054246,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Haptophytes__Chrysochromulina__ASV_456",0.0105191002472645,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__Ochrophyta__ASV_474",0.0666402947331845,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Choanoflagellida__Stephanoecidae_Group_D_X_sp.__ASV_486",0.0628048996165999,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Cercozoa__Filosa-Imbricatea_XXX_sp.__ASV_505",0.0470469316768537,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Dinophyceae__Pelagodinium_beii__ASV_520",0.0162916567483396,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__Paraphysomonas_imperforata__ASV_585",0.0446154315108801,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Cercozoa__CCW10-lineage_X_sp.__ASV_605",-0.0252263742616841,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Diatoms__Navicula_lanceolata__ASV_615",0.0193061518930984,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__Pedinellales__ASV_643",0.0745953287916642,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__Florenciellales__ASV_647",0.0318948561979562,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Dinophyceae__Dinophyceae__ASV_648",0.0285738995724163,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Stramenopiles-Other__Bicosoeca_vacillans__ASV_663",0.0529421956524165,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Choanoflagellida__Monosigidae_Group_M_X_sp.__ASV_664",0.0706627059388828,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Haptophytes__Prymnesiaceae__ASV_666",0.0274154316726489,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Syndiniales__Dino-Group-II-Clade-10-and-11_X_sp.__ASV_669",0.0485786204174212,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Haptophytes__Phaeocystis__ASV_730",-0.0236793804562147,"negative","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Dinophyceae__Luciella_sp.__ASV_798",0.0403951550710166,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Haptophytes__Algirosphaera_robusta__ASV_815",0.0826466436653481,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Choanoflagellida__Choanoflagellida_XX_Clade-3_X_sp.__ASV_859",0.0350930155004501,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_906",0.0360844237437762,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Unclassified-Ochrophyte__Chrysophyceae_X__ASV_908",0.0239656524669739,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Haptophytes__Haptolina__ASV_916",0.0197041753133969,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Haptophytes__Chrysochromulina_sp.__ASV_967",0.0704607495168206,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Haptophytes__Chrysochromulina__ASV_969",0.0300709076965166,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Dinophyceae__Gymnodinium_microreticulatum__ASV_1000",0.0419971166645829,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Cercozoa__Filosa-Thecofilosea_XXX_sp.__ASV_1028",0.0501204535909997,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Other/unknown__Planomonadidae_Group-1_X_sp.__ASV_1047",0.0801688233172577,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Stramenopiles-Other__Bicosoeca_vacillans__ASV_1074",0.0594756113124385,"positive","2019"
"Telonemia__Telonemia-Group-1_X_sp.__ASV_309","Cercozoa__TAGIRI1-lineage_X_sp.__ASV_1077",0.0337151875929872,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Cercozoa__Mataza-lineage_X_sp.__ASV_344",-0.0256821494586514,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Unclassified-Ochrophyte__Paraphysomonas__ASV_345",-0.0104983545101286,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Telonemia__Telonemia-Group-1__ASV_387",-0.0398499063809162,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Diatoms__Pleurosigma_sp.__ASV_390",0.0230163269944769,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Cercozoa__Marimonadida_XX_sp.__ASV_420",-0.0445547487536422,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Ciliates__Pleurostomatida_X_sp.__ASV_424",0.0253004128612016,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","MAST__MAST-3J_XX_sp.__ASV_430",0.0149847583900615,"positive","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Hacrobia-other__Pterocystida_XX_sp.__ASV_450",-0.0278206674133638,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Choanoflagellida__Monosigidae_Group_B_X_sp.__ASV_462",-0.0287893062766575,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Stramenopiles-Other__Bicosoeca_vacillans__ASV_475",-0.0269781316976543,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Cercozoa__Cercozoa_XXXX_sp.__ASV_488",-0.0229205800194601,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Syndiniales__Dino-Group-II_XX_sp.__ASV_509",-0.010162800306632,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Telonemia__Telonemia-Group-1_X_sp.__ASV_632",-0.0344008804084016,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Syndiniales__Dino-Group-I-Clade-1_X_sp.__ASV_637",-0.0215003637231798,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Telonemia__Telonemia-Group-1_X_sp.__ASV_992",-0.0441507411337586,"negative","2019"
"Haptophytes__Chrysochromulina_sp.__ASV_310","Dinophyceae__Dinophyceae__ASV_997",-0.0155639400643409,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Haptophytes__Dicrateria_rotunda__ASV_325",-0.0249765572016998,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Ciliates__Askenasia_sp.__ASV_334",-0.0459298017360937,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Syndiniales__Dino-Group-I-Clade-1_X_sp.__ASV_359",0.0310895618955584,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Diatoms__Guinardia_delicatula__ASV_371",-0.0442660266416542,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Haptophytes__Chrysochromulina_rotalis__ASV_379",0.0515008326313197,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Diatoms__Pleurosigma_sp.__ASV_390",-0.047305597445752,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Ciliates__Askenasia_sp.__ASV_407",-0.0519970779637754,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Ciliates__Pleurostomatida_X_sp.__ASV_424",-0.0547416670994004,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Diatoms__Chaetoceros_cf_tortissimus__ASV_437",-0.0365164210816938,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Ciliates__Strombidiidae__ASV_449",-0.0167550670556322,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Ciliates__Leegaardiella_sp.__ASV_500",-0.0260731759384858,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Ciliates__Strombidiida_B_XX_sp.__ASV_502",-0.0520416014848754,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Archaeplastids__Dolichomastigaceae__ASV_537",0.0411261660891392,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Diatoms__Bacteriastrum_mediterraneum__ASV_559",-0.0613814252038325,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Cercozoa__Thaumatomonadida_XX_sp.__ASV_572",0.0271344843447274,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Haptophytes__Chrysochromulina_sp.__ASV_635",0.0693237395108058,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Syndiniales__Dino-Group-I-Clade-1_X_sp.__ASV_637",0.0343213670557021,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","MAST__MAST-1C_XX_sp.__ASV_642",0.0302683707598221,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Unclassified-Ochrophyte__Dictyocha_globosa__ASV_654",0.0444922944473287,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Diatoms__Chaetoceros_diversus_2__ASV_711",-0.0197369661420645,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Diatoms__Chaetoceros_debilis__ASV_805",-0.0343655526876364,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Syndiniales__Dino-Group-II-Clade-44_X_sp.__ASV_820",0.0131872677633213,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_834",0.0701025602788673,"positive","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Diatoms__Porosira_pseudodelicatula__ASV_905",-0.0465631169542021,"negative","2019"
"Dinophyceae__Prorocentrum_sp.__ASV_313","Cercozoa__Chlorarachnida_XX_sp.__ASV_1039",0.0148170287329852,"positive","2019"
"Cercozoa__Chlorarachnida_XX_sp.__ASV_314","Stramenopiles-Other__Stramenopiles__ASV_318",0.0193205951640109,"positive","2019"
"Cercozoa__Chlorarachnida_XX_sp.__ASV_314","Cercozoa__Protaspa-lineage_X_sp.__ASV_422",0.0143146993306664,"positive","2019"
"Cercozoa__Chlorarachnida_XX_sp.__ASV_314","Stramenopiles-Other__Stramenopiles__ASV_691",0.0305582470649717,"positive","2019"
"Cercozoa__Chlorarachnida_XX_sp.__ASV_314","MAST__MAST-2__ASV_745",0.0700112105714669,"positive","2019"
"Cercozoa__Chlorarachnida_XX_sp.__ASV_314","Syndiniales__Dino-Group-II-Clade-10-and-11_X_sp.__ASV_822",0.0336986087383329,"positive","2019"
"Cercozoa__Chlorarachnida_XX_sp.__ASV_314","Dinophyceae__Margalefidinium_fulvescens__ASV_1095",0.0271999103757404,"positive","2019"
"Pelagophytes__Pelagomonas_calceolata__ASV_315","Diatoms__Guinardia_delicatula__ASV_371",0.0202923972095701,"positive","2019"
"Pelagophytes__Pelagomonas_calceolata__ASV_315","Diatoms__Chaetoceros_cf_tortissimus__ASV_437",0.0148658125241075,"positive","2019"
"Pelagophytes__Pelagomonas_calceolata__ASV_315","Syndiniales__Dino-Group-III_XX_sp.__ASV_491",0.0125942387525123,"positive","2019"
"Pelagophytes__Pelagomonas_calceolata__ASV_315","Archaeplastids__Nephroselmis_pyriformis__ASV_494",0.0178595303772058,"positive","2019"
"Pelagophytes__Pelagomonas_calceolata__ASV_315","Ciliates__Leegaardiella_sp.__ASV_500",0.0176335465128531,"positive","2019"
"Stramenopiles-Other__Stramenopiles__ASV_318","Stramenopiles-Other__Stramenopiles__ASV_691",0.0610292654360792,"positive","2019"
"Stramenopiles-Other__Stramenopiles__ASV_318","Cercozoa__Cercozoa_XXXX_sp.__ASV_787",0.0775464386681916,"positive","2019"
"Stramenopiles-Other__Stramenopiles__ASV_318","Syndiniales__Dino-Group-II-Clade-28_X_sp.__ASV_934",0.017467331087265,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_319","Unclassified-Ochrophyte__Parmales__ASV_417",0.0126345167293932,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_319","Dinophyceae__Dinophyceae__ASV_557",0.0120219842462203,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_319","Archaeplastids__Prasinoderma_sp.__ASV_633",0.0692074921113946,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_319","Syndiniales__Dino-Group-II-Clade-17_X_sp.__ASV_980",0.0384709641180043,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_319","Archaeplastids__Prasinoderma_coloniale__ASV_982",0.0112557343032642,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Ciliates__CONTH_7_XXX_sp.__ASV_332",-0.0229677718775858,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Ciliates__Askenasia_sp.__ASV_334",-0.0507309209543786,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Choanoflagellida__Acanthoecidae_Group_G_X_sp.__ASV_375",-0.0613623312820464,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Unclassified-Ochrophyte__Florenciellales_X_sp.__ASV_378",0.0146427152214569,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Diatoms__Pleurosigma_sp.__ASV_390",-0.0205993720997236,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Ciliates__Pleurostomatida_X_sp.__ASV_424",-0.0301602449041658,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Diatoms__Pseudo-nitzschia__ASV_431",-0.0677112696148123,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Dinophyceae__Archaeperidinium__ASV_441",-0.0245330293067713,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Hacrobia-other__Pterocystida_XX_sp.__ASV_450",0.0275081954777524,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Syndiniales__Dino-Group-II_XX_sp.__ASV_509",0.0125866890012139,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Archaeplastids__Dolichomastigaceae__ASV_537",0.0406791174343878,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Ciliates__Askenasia_sp.__ASV_546",-0.0163962747604228,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Haptophytes__Phaeocystis_sp.__ASV_688",-0.0382321020438903,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Stramenopiles-Other__Stramenopiles__ASV_734",0.0449897967987177,"positive","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Diatoms__Pseudo-nitzschia__ASV_800",-0.0476558882521377,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Diatoms__Bacillariophyta_X__ASV_825",-0.05255156219997,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Diatoms__Chaetoceros__ASV_831",-0.046415566131621,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Ciliates__Askenasia_sp.__ASV_832",-0.0130379750000674,"negative","2019"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_320","Ciliates__Strombidiidae_J_X_sp.__ASV_1041",-0.0221260446958599,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__CONTH_7_XXX_sp.__ASV_332",0.0518917649373397,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Unclassified-Ochrophyte__Paraphysomonas__ASV_345",-0.0407075409774552,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_354",-0.025527073751989,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__CONTH_8_XXX_sp.__ASV_372",0.0158117574754245,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__Pleurostomatida_X_sp.__ASV_424",0.0306135637162295,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Unclassified-Ochrophyte__Pedinellales_X_sp.__ASV_442",-0.0421614262460939,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Hacrobia-other__Pterocystida_XX_sp.__ASV_450",-0.0547707508595218,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Choanoflagellida__Acanthoecida__ASV_483",0.0275453111533087,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Choanoflagellida__Choanoflagellida__ASV_485",-0.0661896826704608,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Syndiniales__Dino-Group-II_XX_sp.__ASV_509",-0.0173595249126794,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__Askenasia_sp.__ASV_546",0.0467348094578189,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__Strombidiidae_R_X_sp.__ASV_552",0.011207651063038,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__Cryptocaryon_irritans__ASV_576",0.0114198541824262,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Diatoms__Thalassiosira__ASV_612",0.0184061298421872,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__Strombidium_R_sp.__ASV_621",0.0362409993178866,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__Eutintinnus_apertus__ASV_626",0.0526933080322774,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Syndiniales__Dino-Group-II-Clade-3_X_sp.__ASV_674",0.039440285744191,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Syndiniales__Dino-Group-II-Clade-5_X_sp.__ASV_686",-0.0127910346256445,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Stramenopiles-Other__Stramenopiles__ASV_734",-0.0166756156995247,"negative","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Ciliates__Askenasia_sp.__ASV_858",0.0374711453441553,"positive","2019"
"Ciliates__Strombidiidae_P_X_sp.__ASV_324","Diatoms__Porosira_pseudodelicatula__ASV_905",0.0338616068479855,"positive","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_354",-0.0378196744815194,"negative","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Unclassified-Ochrophyte__MOCH-2_XXX_sp.__ASV_370",-0.0401478185565175,"negative","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Choanoflagellida__Acanthoecida__ASV_403",-0.0118701220495223,"negative","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Ciliates__Pleurostomatida_X_sp.__ASV_424",0.0708426058691375,"positive","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Diatoms__Chaetoceros_cf_tortissimus__ASV_437",0.046131870250545,"positive","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Unclassified-Ochrophyte__Pedinellales_X_sp.__ASV_442",-0.0197085550690442,"negative","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Choanoflagellida__Monosigidae_Group_B_X_sp.__ASV_462",-0.0393160308180317,"negative","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Stramenopiles-Other__Bicosoeca_vacillans__ASV_475",-0.039794007861678,"negative","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Choanoflagellida__Acanthoecida__ASV_483",0.0372575096912468,"positive","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Telonemia__Telonemia-Group-1_X_sp.__ASV_632",-0.0377996592983231,"negative","2019"
"Haptophytes__Dicrateria_rotunda__ASV_325","Archaeplastids__Dolichomastigaceae-B_sp.__ASV_889",-0.0357469712780448,"negative","2019"
